id,htid,description,title_x,imprint,rights_date_used,pub_place,bib_fmt,content_provider_code,digitization_agent_code,author_x,pubDate,title_y,publication,physicalDescription,author_y,extraAuthor,editionStatement,bibliographyEtcNote,authorCorporate,locSubject
nyp.33433075885172,008697027,v. 1 (1770),"The whisperer, containing several spirited essays on civil liberty. Begun the 17. of February, 1770 ... Published in numbers regularly every week. [By William Moore] ...","the Author, 1770-",1770,enk,SE,nypl,google,,1770,"The whisperer,containing several spirited essays on civil liberty.Begun the 17. of February, 1770 ... Published in numbers regularly every week. [By William Moore] ","[London] :the Author,1770",v.16mo,,,,,,Liberty (civil)
nyp.33433081558342,008643912,,Translations from the French. By D. Y.,"Printed for the author by W. Whittingham, 1770.",1770,enk,BK,nypl,google,,1770,Translations from the French.By D. Y,"Lynn [Eng.]Printed for the author by W. Whittingham,1770","6 p. â„“., 151, 113, 92 p.27 x 21 cm",,"Saint-Foix,M. de(Germain-FrancÌ§ois Poullain),1698-1776._Mably,abbeÌ de,1709-1785._D. Y..com_Y., D..com",,,,Paris (France)---History._Greece---History
mdp.39015063598653,000766907,,"The regulations and establishment of the household of Henry Algernon Percy, the fifth Earl of Northumberland, at his castles of Wresill and Lekinfield in Yorkshire. Begun anno Domini M.D.XII.",1770,1770,enk,BK,umich,google,"Northumberland, Henry Algernon Percy, Earl of, 1478-1527",1770,"The regulations and establishment of the household of Henry Algernon Percy,the fifth Earl of Northumberland, at his castles of Wresill and Lekinfield in Yorkshire. Begun anno Domini M.D.XII","London,1770","1 p.L., [v]-xxvi p., 2 L., iii-x, 464, [4] p.23 cm","Northumberland, Henry Algernon Percy,Earl of,1478-1527","Badger, Alan.PRO_Percy, Thomas,1729-1811",,,,England---Social life and customs_Prices---History._Home economics---England
hvd.hw3q4v,007692974,v.1,"Memoirs of Maximilian de Bethune, Duke of Sully, prime minister of Henry the Great. Newly translated from the French ed. of m. de L'Ecluse.  To which is annexed, The trial of Francis Ravaillac, for the murder of Henry the Great.","Printed by A. Donaldson, 1770.",1770,stk,BK,harvard,google,"Sully, Maximilien de BeÌthune, duc de, 1559-1641",1770,"Memoirs of Maximilian de Bethune, Duke of Sully, prime minister of Henry the Great.Newly translated from the French ed. of m. de L'Ecluse.  To which is annexed, The trial of Francis Ravaillac, for the murder of Henry the Great","Edinburgh :Printed by A. Donaldson,1770",5 v.21 cm,"Sully, Maximilien de BeÌthune,duc de,1559-1641",,,,,"France---History---Henri IV, 1589-1610._Ravaillac, FrancÌ§ois,---1578-1610._Henry---IV,---King of France,---1553-1610"
osu.32435018108118,100217644,,Critical observations on the art of dancing ..,Printed for the Author [1770],1770,enk,BK,osu,google,"Gallini, Giovanni-Andrea Battista, 1728-1805",1770,Critical observations on the art of dancing ,"London,Printed for the Author[1770]",[398] p.choregraphic charts.23 cm,"Gallini, Giovanni-Andrea Battista,1728-1805",,,,,Dance
mdp.39015084367872,000523172,v.1 1770,"Archaeologia, or, Miscellaneous tracts relating to antiquity / Society of Antiquaries of London.","The Society, 1770-",1770,enk,SE,umich,google,,1770,"Archaeologia, or, Miscellaneous tracts relating to antiquity /Society of Antiquaries of London","London :The Society,1770",v. :ill. ;28-31 cm,,,,,Society of Antiquaries of London,Great Britain---Antiquities---Periodicals._Art---Periodicals._Archaeology---Periodicals
mdp.39015024011077,000209462,,"A treatise on mensuration, both in theory and practice. by Charles Hutton.","Printed by T. Saint for the author; [etc.,etc.], 1770.",1770,enk,BK,umich,google,"Hutton, Charles, 1737-1823",1770,"A treatise on mensuration,both in theory and practice.by Charles Hutton","Newcastle upon Tyne,Printed by T. Saint for the author; [etc.,etc.],1770","xxvi, 646, [2] p.plate, tables, diagrs.,25 cm","Hutton, Charles,1737-1823","Bewick, Thomas,1753-1828",,,,Measurement---Early works to 1800
hvd.32044009042011,102728239,v.2,The compositions in prose and verse of Mr. John Oldham : to which are added Memoirs of his life and explanatory notes upon some obscure passages of his writings / by Edward Thompson.,"W. Flexney, M DCC LXX [1770]",1770,enk,BK,harvard,google,"Oldham, John, 1653-1683",1770,The compositions in prose and verse of Mr. John Oldham :to which are added Memoirs of his life and explanatory notes upon some obscure passages of his writings /by Edward Thompson,"London :W. Flexney,M DCC LXX [1770]",3 volumes ;15 cm,"Oldham, John,1653-1683","Thompson, Edward,1738?-1786",,,,"Oldham, John,---1653-1683---http://id.loc.gov/authorities/names/n82096118---http://viaf.org/viaf/46885246"
mdp.39015062770576,002016290,,"Epitome of the art of navigation; or, A short, easy and methodical way to become a compleat navigator ... By James Atkinson, senior, the whole revis'd and corrected, with the utmost care, by W. Mountaine ...","Printed for J. Mount and T. Page, 1770.",1770,enk,BK,umich,google,"Atkinson, James",1770,"Epitome of the art of navigation;or, A short, easy and methodical way to become a compleat navigator ...By James Atkinson, senior, the whole revis'd and corrected, with the utmost care, by W. Mountaine ","London,Printed for J. Mount and T. Page,1770","x, [11]-527 [i.e. 447], [1] p. incl. tables. diagrs. on 10 fold. pl.21 1/2cm","Atkinson, James","Mountaine, William,-1779,ed",,,,Navigation---Early works to 1800
mdp.39015063592052,000168940,,"The most general school-assistant. Containing, a complete system of arithmetic: the common and useful problems in practical geometry: the methods used in taking the dimensions of artificers work: mensuration of all kinds of superficies and solids, of artificers work, of timber, and of land: together with guaging, bills of parcels, &c. &c. By G. Dyer.","Printed by R. Trewman, for Robinson and Roberts, London, 1770.",1770,enk,BK,umich,google,"Dyer, G. 1743-1820",1770,"The most general school-assistant.Containing, a complete system of arithmetic: the common and useful problems in practical geometry: the methods used in taking the dimensions of artificers work: mensuration of all kinds of superficies and solids, of artificers work, of timber, and of land: together with guaging, bills of parcels, &c. &c.By G. Dyer","Exeter,Printed by R. Trewman, for Robinson and Roberts, London,1770","x p., 1 L., 191 p.diagrs.18 cm","Dyer, G.(Gilbert),1743-1820",,,,,Arithmetic---Early works to 1900
hvd.32044102822665,009706108,,"The construction of timber, from its early growth; explained by the microscope, and proved from experiments, in a great variety of kinds: in five books. On the parts of trees; their vessels; and their encrease by growth: and on the different disposition of those parts in various kinds; and the particularities in their vessels. With figures of their various appearances; of the instrument for cutting them; and of the microscope thro' which they were viewed.","The author, 1770.",1770,enk,BK,harvard,google,"Hill, John, 1714?-1775",1770,"The construction of timber,from its early growth; explained by the microscope, and proved from experiments, in a great variety of kinds: in five books. On the parts of trees; their vessels; and their encrease by growth: and on the different disposition of those parts in various kinds; and the particularities in their vessels. With figures of their various appearances; of the instrument for cutting them; and of the microscope thro' which they were viewed","London,The author,1770",170 p.43 plates (1 fold.)23 cm,"Hill, John,1714?-1775",,,,,Trees
nyp.33433066630199,008602797,,"Observations on modern gardening, illustrated by descriptions...","T. Payne, 1770.",1770,enk,BK,nypl,google,"Whately, Thomas, d. 1772",1770,"Observations on modern gardening,illustrated by descriptions","London,T. Payne,1770","4 p.â„“., 257 p.21.5 cm","Whately, Thomas,d. 1772",,,,,Landscape gardening
mdp.39015063965266,001504447,v.3,A new system of husbandry.,"Printed for the author by N. Nickson, 1770.",1770,enk,BK,umich,google,"Varlo, Charles, approximately 1725-approximately 1795",1770,A new system of husbandry,"York,Printed for the author by N. Nickson,1770",3 v.front. (fold. tab.)21 cm,"Varlo, Charles,approximately 1725-approximately 1795",,,,,Agriculture
mdp.35112203485968,010428827,,"Observations of the merchants at Boston in New-England, upon several acts of Parliament, made in the fourth, sixth, and seventh years of His Majesty's reign, respecting American commerce and revenue, and their military and civil execution",1770,1770,enk,BK,umich,google,Boston (Mass.). Merchants,1770,"Observations of the merchants at Boston in New-England, upon several acts of Parliament, made in the fourth, sixth, and seventh years of His Majesty's reign, respecting American commerce and revenue, and their military and civil execution",[London]1770,"2 p. l., 37 p.21 cm",,,,,Boston (Mass.).Merchants,Great Britain---Colonies---America---Finance._Boston (Mass.)---Commerce
nyp.33433082474895,008643076,v. 1,"The present state of Europe: : exhibiting a view of the natural and civil history of the several countries and kingdoms ... To which is prefixed, an introductory discourse on the principles of polity and government. / By M. E. Totze ... ; Translated from the German by Thomas Nugent ...","Printed for J. Nourse ..., 1770.",1770,enk,BK,nypl,google,"Toze, Eobald, 1715-1789",1770,"The present state of Europe: :exhibiting a view of the natural and civil history of the several countries and kingdoms ... To which is prefixed, an introductory discourse on the principles of polity and government. /By M. E. Totze ... ; Translated from the German by Thomas Nugent ","London, :Printed for J. Nourse ...,1770",3 v. ;23 cm. (8vo),"Toze, Eobald,1715-1789","Nugent, Thomas,1700?-1772",,Includes bibliographical references,,Europe---History---1648-1789
nyp.33433082518345,001235684,v. 2,"Northern antiquities: or, A description of the manners, customs, religion and laws of the ancient Danes, and other northern nations; including those of our own Saxon ancestors. With a translation of the Edda, or system of runic mythology, and other pieces, from the ancient Islandic tongue ... Tr. from Mons. Mallet's Introduction aÌ€ l'histoire de Dannemarc, &c. With additional notes by the English translator and Goranson's Latin version of the Edda ...","T. Carnan and Co., 1770.",1770,enk,BK,nypl,google,"Mallet, Paul Henri, 1730-1807",1770,"Northern antiquities: or, A description of the manners, customs, religion and laws of the ancient Danes, and other northern nations;including those of our own Saxon ancestors. With a translation of the Edda, or system of runic mythology, and other pieces, from the ancient Islandic tongue ...Tr. from Mons. Mallet's Introduction aÌ€ l'histoire de Dannemarc, &c. With additional notes by the English translator and Goranson's Latin version of the Edda ","London :T. Carnan and Co.,1770",2 v.22 cm,"Mallet, Paul Henri,1730-1807","Percy, Thomas,1729-1811._GoÌˆransson, Johan,1712-1769",,,,Scandinavia---Antiquities
mdp.39015010946435,102728239,V.1,The compositions in prose and verse of Mr. John Oldham : to which are added Memoirs of his life and explanatory notes upon some obscure passages of his writings / by Edward Thompson.,"W. Flexney, M DCC LXX [1770]",1770,enk,BK,umich,google,"Oldham, John, 1653-1683",1770,The compositions in prose and verse of Mr. John Oldham :to which are added Memoirs of his life and explanatory notes upon some obscure passages of his writings /by Edward Thompson,"London :W. Flexney,M DCC LXX [1770]",3 volumes ;15 cm,"Oldham, John,1653-1683","Thompson, Edward,1738?-1786",,,,"Oldham, John,---1653-1683---http://id.loc.gov/authorities/names/n82096118---http://viaf.org/viaf/46885246"
chi.090374740,100724035,c.1,"Memorables of the Montgomeries, a narrative in rhyme, composed before the present century. Printed from the only copy known to remain, which has been preserved above sixty years by the care of Hugh Montgomerie, senior at Eaglesham, long one of the factors of the family of Eglintoun.","Printed by R. and A. Foulis, 1770.",1770,stk,BK,uchicago,google,,1770,"Memorables of the Montgomeries,a narrative in rhyme, composed before the present century. Printed from the only copy known to remain, which has been preserved above sixty years by the care of Hugh Montgomerie, senior at Eaglesham, long one of the factors of the family of Eglintoun","Glasgow,Printed by R. and A. Foulis,1770",7:00 PM,,"Patterson, D. Williams(David Williams),1824-1892ed",,,"King of Clubs, New York",Montgomery family
mdp.39015063965407,001504447,v.1,A new system of husbandry.,"Printed for the author by N. Nickson, 1770.",1770,enk,BK,umich,google,"Varlo, Charles, approximately 1725-approximately 1795",1770,A new system of husbandry,"York,Printed for the author by N. Nickson,1770",3 v.front. (fold. tab.)21 cm,"Varlo, Charles,approximately 1725-approximately 1795",,,,,Agriculture
